ID	TAG	CATEGORY	NOTES / TRANSLATION
6386	秋のクリ収穫祭2011	clit	Autumn Kuri Harvest Festival 2011
6387	秋のクリ収穫祭	clit	Autumn Kuri Harvest Festival
6388	私服艦娘		Casual Clothes Ship Girl
6389	私服		Casual Clothes
6390	私处		Private Place
6391	福山舞		Fukuyama Mai
6392	福丸小糸		Fukumaru Koito
6393	禊ぎ		Purification Ritual
6394	神風怪盗ジャンヌ		Kamikaze Phantom Thief Jeanne
6395	神野めぐみ		Jinno Megumi
6396	神速の射手バシラ		God Swift Archer Basira
6397	神話礼装		Mythological Attire
6398	神裂火織		Kanzaki Kaori
6399	神羅万象・第一章		Shinra Bansho Chapter 1
6400	神田川JETGIRLS		Kandagawa JET GIRLS
6401	神楽坂優奈		Kagurazaka Yuna
6402	神楽シリーズ		Kagura Series
6403	神楽めあ		Kagura Mea
6404	神楽(あずまんが大王)	©	Kagura (Azumanga Daioh)
6405	神月アンナ		Kamizuki Anna
6406	神州丸(艦隊これくしょん)	©	Shinshumaru (Kantai Collection)
6407	神州丸		Shinshumaru
6408	神山満月		Kamiyama Mitsuki
6409	神尾観鈴		Kamio Misuzu
6410	神守清華		Kamimori Kiyoka
6411	神威(艦隊これくしょん)	©	Kamui (Kantai Collection)
6412	神威		Kamui
6413	神姫PROJECT		Kamihime PROJECT
6414	神奈芹香		Kanna Serika
6415	神代小蒔		Kamishiro Komaki
6416	神の軌跡		The Trajectory of the Gods
6417	神々の谷間		Valley of the Gods
6418	祓魔少女シャルロット		Exorcist Girl Charlotte
6419	祀られる風の人間		The Worshipped Wind Human
6420	社員証		Employee ID
6421	礼服		Formal Suit
6422	磔スポーツ少女		Crucifixion Sports Girl
6423	碇シンジ		Shinji Ikari
6424	碁盤攻め		Go Board Attack
6425	破面		Arrancar
6426	破廉恥		Shameless
6427	破壊		Destruction
6428	破れ		Tears
6429	破けた服		Torn Clothes
6430	砕蜂		Soifon
6431	砂浜ラプソディ		Beach Rhapsody
6432	砂塚あきら		Akira Sunazuka
6433	砂九葉		Kuyo Suna
6434	石戸霞		Kasumi Ishido
6435	石川涼美		Suzumi Ishikawa
6436	短小		Small
6437	短パン		Shorts
6438	知世		Tomoyo
6439	矢印		Arrow
6440	矢		Arrow
6441	瞬霳黒猫戦姫		Shunten Kuroneko Senki
6442	睡眠姦		Sleep Rape
6443	睡眠		Sleep
6444	着衣露出		Clothed Exposure
6445	着衣越し授乳	tit milk	Breastfeeding Through Clothes
6446	着衣緊縛	bond	Clothed Bondage
6447	着衣爆乳	tit	Clothed Huge Breasts
6448	着衣排便	sca	Clothed Defecation
6449	着衣射し	cum	Clothed Ejaculation
6450	着衣失禁	uro	Clothed Incontinence
6451	着衣噴乳	milk wear	Milk spraying through clothing
6452	着衣内射精	cum	Ejaculation inside clothing
6453	着衣交尾		Clothed Intercourse
6454	着衣くぱぁ/ローアングル		Clothed Spread Legs/Low Angle
6455	着物美人		Kimono Beauty
6456	着けてない		Not Wearing
6457	眼鏡巨乳女教師はどこに	tit	Where is the Glasses-Wearing Big-Breasted Female Teacher?
6458	眼鏡ピクシブたん		Glasses Pixiv-tan
6459	眼鏡はかけるもの		Glasses are meant to be worn
6460	眼鏡っ娘コンビ		Glasses girl duo
6461	眼罩		Eye mask
6462	眷トワ		Towa Ken
6463	眠鬼		Sleeping demon
6464	真鏡名ミナ		Mina Majikina
6465	真紅		Crimson
6466	真空壓縮		Vacuum compression
6467	真白ちさと		Chisato Mashiro
6468	真朱(C)		Crimson (C)
6469	真女神転生		Shin Megami Tensei
6470	真中らぁら		Laala Manaka
6471	真・女神転生Ⅲ		Shin Megami Tensei III
6472	真っ二つ		Split in two
6473	相田沙良々		Sarara Aida
6474	相変わらずの文字の小ささ		The text is still small
6475	相互挿入	insert	Mutual insertion
6476	相互愛撫		Mutual caressing
6477	直葉		Suguha
6478	直穿き		Putting directly in her underwear
6479	直播		Live broadcast
6480	直撃弾		Direct hit
6481	直履き		Putting directly in her underwear
6482	目が星		Starry eyes
6483	目が幸せ		Happy eyes
6484	目がハート/即夜戦		Heart-shaped eyes/Instant night battle
6485	目からウロコ		Scales falling from her eyes
6486	監獄戦艦		Prison battleship
6487	監獄学園		Prison school
6488	盗賊ベティ		Thief Betty
6489	监禁		Imprisonment
6490	皮剥ぎ		Skinning
6491	皮フェラ		Skin fetish Ra
6492	皇牙サキ		Koga Saki
6493	皇くるみ		Koga Kurumi
6494	的主催		Organizer
6495	百鬼夜行		Hyakki Yakō (Night Parade of One Hundred Demons)
6496	百聞は一見に如かず		Seeing is Believing
6497	百合百合	not_solo yuri	Yuri Yuri
6498	百合園セイア(水着)	swim ©	Yurizono Seia (Swimsuit)
6499	百合ハーレム		Yuri Harem
6500	百合スカ		Yuri Suka
6501	百合クンニ	mouth not_solo yuri	Yuri Cunnilingus
6502	白黒		Black and White
6503	白鹿愛莉		Shiraka Airi
6504	白鳥藍良		Shiratori Aira
6505	白鳥深琴		Shiratori Mikoto
6506	白鳥愛羅		Shiratori Aira
6507	白髪赤眼		White Hair and Red Eyes
6508	白面金毛九尾		White Face, Golden Hair, Nine-Tailed Fox
6509	白面御前イヅナ		White Face, Lady Izuna
6510	白露		Shiratsuyu
6511	白銀の城の召使いアリアンナ		Arianna, Servant of the Silver Castle
6512	白銀の城のラビュリンス		Labyrinth of the Silver Castle
6513	白金燐子		Shirogane Rinko
6514	白衣の天使		Angel in White
6515	白蛇		White Snake
6516	白蓮		Byakuren
6517	白芷		Byakuji
6518	白羽=ラフィエル=エインズワース		Shiraha Raphael Ainsworth
6519	白石紬		Shiraishi Tsumugi
6520	白石マナツ		Shiraishi Manatsu
6521	白眉魎呼		Shirabi Ryoko
6522	白百合騎士テティス		White Lily Knight Thetis
6523	白玉みかん		Shiratama Mikan
6524	白犬	beast	White Dog
6525	白濁	cum	Milky white fluid / Semen
6526	白洲アズサ(水着)	swim ©	Shirasu Azusa (Swimsuit)
6527	白洲アズサ		Shirasu Azusa
6528	白木芽衣子		Shiraki Meiko
6529	白尾エリ		Shirao Eri
6530	白宮明日華		Shiramiya Asuka
6531	白井黒子		Shirai Kuroko
6532	白下着		White Underwear
6533	白ワンピ		White Dress
6534	白バニー		White Bunny
6535	白ニーソックス		White Knee Socks
6536	白グローブ		White Gloves
6537	白ギャルと黒ギャルの誘惑		The Temptation of White and Black Gyaru
6538	白ギャル		White Gyaru
6539	白いレースの下着		White Lace Underwear
6540	発情脱糞	sca	heat defecation
6541	発情犬	beast	Horny Dog
6542	発令!第十一号作戦		Operation No. 11 Issued!
6543	痴幼女		Lewd Little Girl
6544	痴女戦士		Lewd Warrior
6545	痛かったら悲鳴あげてくださいねー		Scream if it hurts
6546	痛いのは嫌なので防御力に極振りしたいと思います。		I don't like pain, so I'll max out my defense.
6547	疑似パイフェラ	tit dick	Pseudo-Pie-Fellatio
6548	異色肌		Unusual Skin
6549	異端審問官(アラド戦記)	©	Inquisitor (Dungeon Fighter Online)
6550	異端審問官		Inquisitor
6551	異世界スーサイド・スクワッド		Otherworld Suicide Squad
6552	異世界サキュバス店シリーズ		Otherworld Succubus Shop Series
6553	番魔		Banma
6554	町田月乃		Machida Tsukino
6555	男逆バニー		Male Reverse Bunny
6556	男湯の女の子		Girl in Men's Bath
6557	男水着チャレンジ	swim	Male Swimsuit Challenge
6558	男性向け便所		Men's Toilet
6559	男子便所		Men's Toilet
6560	男子トイレですよ。お嬢さん。		This is a men's toilet, young lady.
6561	男子スク水	swim	Male School Swimsuit
6562	男娼		Male Prostitute
6563	男女エロ		Male and Female Erotica
6564	男主陽		Male Protagonist Yang
6565	男主獅子		Male Protagonist Lion
6566	男主狐		Male Protagonist Fox
6567	男主女房		Male Protagonist Wife
6568	男トレーナー(ポケモンGO)	©	Male Trainer (Pokemon GO)
6569	男の狐		Male Fox
6570	男の子		Boy
6571	男の娘エルフ		Crossdressing Elf
6572	男がキノピオに見えた		The Man Looked Like Toad
6573	电锯人		Electric Sawman
6574	申鶴(原神)	©	Shen Tsuru (Genshin Impact)
6575	甲河アスカ		Kouga Asuka
6576	甲板胸/極上の貧乳	tit	Deck Chest/Ultimate Small Breasts
6577	由良		Yura
6578	由比ヶ浜結衣		Yui Yuigahama
6579	田中琴葉		Tanaka Kotoha
6580	田中あすか		Tanaka Asuka
6581	産卵プレイ		Egg-Laying Play
6582	生足		Bare Legs
6583	生誕祭		Birthday Celebration
6584	生穴		Bare Hole
6585	生活感		Sense of Life
6586	生成AI		Generating AI
6587	生徒会にも穴はある!		Even the Student Council Has Holes!
6588	生天目仁美		Nabatame Hitomi
6589	生命維持		Life Support
6590	生命のセレスティア		Celestia of Life
6591	生前		Before Death
6592	生き恥ウェディングドレス		Living Shame Weddie Long dress
6593	生き埋め		Buried alive
6594	甘城Natsuki	©	Amagi Natsuki
6595	甘園房		Amazono House
6596	甘やかし		Spoiling
6597	環古達		Tamaki Kotatsu
6598	瑠璃の宝石		Lapis Lazuli Jewel
6599	瑞鳳		Zuiho
6600	琵琶法師		Biwa player
6601	琴吹		Kotobuki
6602	琴乃宮雪		Kotonomiya Yuki
6603	琳妮特		Linnit
6604	琳奈		Rinna
6605	理性を破壊する程度の能力		The ability to destroy reason
6606	理々奈		Ririna
6607	球体関節人形		Ball-jointed doll
6608	現実逃避		Escapism
6609	現実は非情である		Reality is cruel
6610	現実は非常である		Reality is harsh
6611	班長		Squad leader
6612	珠乃井ナナ		Tamanoi Nana
6613	珍珠奶茶	tit-	Boba milk tea
6614	珍珠丁字裤		Pearl thong
6615	玲音(アイドルマスター)	©	Reon (Idolmaster)
6616	玩具		Toy
6617	王妃		Queen
6618	王女		Princess
6619	王冠		Crown
6620	王元姫		Wang Yuanji
6621	玉藻の前(水着)	swim ©	Tamamo no Mae (swimsuit)
6622	玉舐め	tongue	Ball licking
6623	玉潰し		Ball crushing
6624	玉枝		Tamae
6625	玉揉みパイズリ	tit dick	ball-rubbing paizuri
6626	玉パン		Ball panties
6627	獸人		Beastman
6628	獣婚		Beast marriage Beast
6629	獣	fantasy	Kemono
6630	獏乳		Lion King (Fate)
6631	獅子王(Fate)	©	Shishio (Fate)
6632	獅子娘		Sarutobi Shinobu
6633	猿飛忍		Nekokoya Yasaka
6634	猫興野菜果	loli	Cat-eared Loli
6635	猫耳ロリ		Cat-ear Headband
6636	猫耳カチューシャ		Cat Cat
6637	猫猫		Nekomiya Hinata
6638	猫宮ひなた		Cat Pose
6639	猫ポーズ		Cat Pose
6640	猫のポーズ	tit	Breastfeeding a Cat
6641	猫に授乳		Inokuma Yoko
6642	猪熊陽子		Inokuma Mizuki
6643	猪熊美月		Inokuma Sorata
6644	猪熊空太		Fierce Clawed Beast Uru
6645	猛き爪獣ウル		Hunting Insects
6646	猎奇阴部		Werewolf
6647	狼男		Wolf Girl
6648	狼少女		Werewolf Rape
6649	狼姦		Wolf Woman
6650	狼女		Wolf
6651	狼		Scorpion
6652	狮蝎		Hunter
6653	狩人		Kitsunehaku Series
6654	狐白シリーズ		Kitsunehaku RPG
6655	狐白RPG		Fox Mama
6656	狐ママ		Crime Warning
6657	犯行予告	pet sm	Dog Restraint
6658	犬拘束		Inuyama Kuroe
6659	犬山黒ヱ	fantasy sm	Dog Transformation Training
6660	犬化调教	uro pet	Dog Peeing Pose
6661	犬のおしっこポーズ	beast	Dog and Girl
6662	犬と女の子		Special Restraint
6663	特殊拘束		Tokusatsu Heroine
6664	特撮ヒロイン		Mononobe Futo
6665	物部布都		Handling I
6666	物扱い	beast	Female dog
6667	牝犬		Cow mooing
6668	牛鳴き		Cow girl
6669	牛飼娘		Ushiwakamaru (Fate)
6670	牛若丸(Fate)	©	Ushiwakamaru (Fate)
6671	牛柄		Ushizaki Junmi
6672	牛崎潤美		Cow girl
6673	牛子		Cow calf
6674	牛仔	milk	Milk play
6675	牛乳遊び	milk	Milk...?
6676	牛乳…?		One eye
6677	片目		Katagiri Sanae
6678	片桐早苗		Kataoka Yuki
6679	片岡優希		Nishida Rino
6680	爾子田里乃		Love fluid
6681	爱液		Love mathematics
6682	爱数学		Explosive death
6683	爆死	nip	Huge areola
6684	爆乳輪	tit	Huge breast fortress
6685	爆乳大要塞		Burning! Encyclopedia
6686	燃える!事典		Bear intercourse
6687	熊姦		Smoke red
6688	煙緋		Pipe
6689	煙管		Sparkle
6690	煌		Blazing
6691	煉星姫シリウス		Blazing Star Princess Sirius
6692	焼き印		Branding iron
6693	焼きごて		Branding iron
6694	無重力		Zero gravity
6695	無表情		Expressionless
6696	無毛		Hairless
6697	無月ひさめ		Mugetsu Hisame
6698	無料AI画像生成		Free AI image generation
6699	無料		Free
6700	無抵抗		No resistance
6701	無慈悲なアンケート		Merciless questionnaire
6702	無彩限のファントムワールド		Myriad Colors Phantom World
6703	無修正		Uncensored
6704	無人島		Deserted island
6705	焔影リード(アークナイツ)	©	Flame Shadow Reed (Arknights)
6706	炎炎ノ消防隊		Fire Force
6707	炎の使い手ニクス		Nyx, the Fire User
6708	災難		Disaster
6709	灵魂潮汐		Soul Tide
6710	灰皿		Ashtray
6711	灰原哀		Ai Haibara
6712	火防女		Fire Keeper
6713	火遊びでなければ良いのだな?		I hope it's not just playing with fire?
6714	火煉討伐記録		Fire Refinement Extermination Record
6715	火将ロシエル		Rosiel, the Fire General
6716	火守女		Fire Guardian
6717	火天		Fire Heaven
6718	火刑		Fire Punishment
6719	火傷		Burns
6720	瀬南ももか		Momoka Senan
6721	濡れ濡れ		Soaked
6722	濡れチアシリーズ		Wet Cheer Series
6723	濃姫		Nohime
6724	激凸		Intense Charge
6725	澪梓		Azusa Mio
6726	潤羽るしあ		Rushia Uruha
6727	潤美		Junmi
6728	漫研		Manga Club
6729	漫畫		Manga
6730	漫画じゃないよ		Not a manga
6731	漣		Ripples
6732	漏尿	uro	Incontinence
6733	漂泊者		Wanderer
6734	滝本ひふみ		Hifumi Takimoto
6735	溢れ精液/電マ/ゴミ捨て場/廃棄/拡張済み/身体に落書き	cum	Overflowing semen/Electric massager/Garbage dump/Discarded/Expanded/Written on body
6736	溢れ出るマン肉		Overflowing Man Flesh
6737	溜め精液	cum	accumulated semen
6738	準裸袴		Semi-Naked Hakama
6739	満面の笑み		Beaming Smile
6740	満月をさがして		Searching for the Full Moon
6741	湾内絹保		Kinuho Wanai
6742	湊あくあ新衣装		Aqua Minato Costume
6743	游戏		Game
6744	港湾棲姫		Harbor Princess
6745	温水佳樹		Yoshiki Onmizu
6746	温かい目		Warm Eyes
6747	渡辺星		Hoshi Watanabe
6748	渡我被身子		Watanabe's Birth
6749	済安(アズールレーン)	©	Ji'an (Azur Lane)
6750	清水潔子		Kiyoko Shimizu
6751	清楚ビッチ		Pure Bitch
6752	清楚		Pure
6753	清少納言(Fate)	©	Sei Shonagon (Fate)
6754	清姫(Fate)	©	Kiyohime (Fate)
6755	添い寝		Sleeping Together
6756	混ぜるな危険		Do Not Mix
6757	深空之眼		Eye of the Deep Sky
6758	深海棲母ホウショウ		Deep Sea Mother Houshou
6759	深森白夜		Byakuya Fukamori
6760	深圳校服		Shenzhen School Uniform
6761	深刻な収容違反		Serious Containment Breach
6762	淫魔降臨デビル☆カーニバル		Incubus Descent Devil☆Carnival
6763	淫獣学園		Incubus Academy
6764	淫獣		Incubus
6765	淫堕の姫騎士ジャンヌ		Jeanne, the Fallen Princess Knight
6766	淫乱化		Becoming Lewd
6767	淫乱の姫サキュバスクイーン		Incubus Princess Succubus Queen
6768	淫リンボー		Incubus Limbo
6769	涼風青葉		Aoba Suzukaze
6770	涼月(艦隊これくしょん)	©	Cool Moon (Fleet Collection)
6771	涼月		Suzutsuki
6772	涼宮星花		Suzumiya Seika
6773	涙ぐむ		Tears welling up
6774	涎	mouth	Drool
6775	海風		Sea breeze
6776	海瑟音		Kaisene
6777	海江風		Kaie Kaze
6778	浴衣艦娘		Yukata ship girl
6779	浴潮		Bathing tide
6780	浴女房		Bathing wife
6781	浮波柚葉		Ukinami Yuzuha
6782	浮気		Infidelity
6783	浮力が発生するレベルのおっぱい	tit	Buoyancy-generating breasts
6784	浮乳	tit	Floating breasts
6785	浮き浮き乳首	nip	Floating nipples
6786	浦風(艦隊これくしょん)	©	Urakaze (Kantai Collection)
6787	浦和花子		Urawa Hanako
6788	浜辺		Beach
6789	浜口あやめ		Hamaguchi Ayame
6790	浅生由真互換機		Asao Yuma compatible machine
6791	流魅空		Ryumi Sora
6792	流螢		Ryuketa
6793	流し込み		Pouring in
6794	津辺愛香		Tsube Aika
6795	洞木ヒカリ		Horaki Hikari
6796	洗髪		Hair washing
6797	洗腦		Brain washing
6798	洗脳装置		Brainwashing device
6799	洗脳済み		Brainwashed
6800	洗脳完了		Brainwashing complete
6801	洗脑		Brain washing
6802	洗濯バサミ/アヘ顔		Clothespin/Ahegao
6803	洋式		Western style
6804	泳ぐ18禁	swim	Swimming (18+)
6805	注射針		Hydrating needle
6806	注射器		Syringe
6807	注ぐ		Pouring
6808	注:あくまでおしぼりです		Pouring :It's just a wet towel
6809	泥だらけ		Covered in mud
6810	波打際のむろみさん		Muromi at the water's edge
6811	泡吹き		Foaming
6812	泡なのか…?		Is it foam...?
6813	泡		Foam
6814	沸き立つエロス		Boiling eros
6815	沧岚		Cang Lan
6816	沢渡ほのか		Sawada Honoka
6817	沢井結乃		Sawai Yuno
6818	沙花叉クロ		Shaka Kuro
6819	沙村広明『人でなしの恋』		Samura Hiroaki "A Heartless Love"
6820	沙恩霍斯特		Shaon Khosit
6821	沙九葉(SAKYUUBA)		Shakyuuba
6822	沓沢真生		Kutsuzawa Mao
6823	決めポーズ		Signature pose
6824	池倉マリナ		Ikekura Marina
6825	江風改二		Kawafu Kai Ni
6826	江風(アズールレーン)	©	Kawakaze (Azur Lane)
