TAG	CATEGORY	NOTES / TRANSLATION
吊带袜天使		Suspenders and Suspenders Angel
吊り革		Handrail
吉田優子		Yuko Yoshida
吉安娜		Anna Yoshida
合法乳首	nip	Legal nipples
司波深雪		Miyuki Shiba
右下のパイズリ	tit dick	bottom-right paizuri
台詞無し4ページ・マンガ		4-page manga with no dialogue
可畏(碧蓝航线)	©	Kei (Azur Lane)
可畏		Kei
可琳		Karin
可愛い女子		Cute girl
可愛い女の子		Cute girl
可哀想な藍様		Poor Lady Ran
召雷剣【麒麟帝】		Summoning Thunder Sword [Kirin Emperor]
召姦		Summoning Rape
召喚少女		Summoning Girl
古鷹(艦隊これくしょん)	©	Furutaka (Kantai Collection)
古鷹		Furutaka
古関ウイ		Ui Koseki
古賀ゆいな		Yuina Koga
古見さんは、コミュ症です		Komi Can't Communicate
古装		Ancient clothing
古米		Furumai
古手梨花		Rika Furude
古代エジプト		Ancient Egypt
口隠し	mouth	Mouth Hidden
口腔性交	mouth	Oral sex
口球	mouth	Mouthball
口内指責め	mouth	Finger torture in mouth
口中射精	cum	Ejaculation in mouth
口マンコ	pussy mouth	Mouth pussy
口	mouth	Mouth
叢雲改二		Murakumo Kai Ni
叢雲/古鷹/加古		Murakumo/Furutaka/Kako
受容死		Receptive death
受けツリ眼		Receptive slanted eyes
取扱説明書		Instruction manual
反差		Contrast
双葉理保		Futaba Riho
双葉杏		Futaba Anzu
友達の妹が俺にだけウザい		My friend's little sister is annoying only to me
友人A		Friend A
参加型		Participatory
原神イラコン2周年衣装		Genshin Impact Illustration Contest 2nd Anniversary Outfit
原画	oc	Original drawing
原田真琴		Harada Makoto
原尻		Harada ass
原创角色	oc	Original character
厚化粧		Heavy makeup
即負け		Instant defeat
即堕ち		Instant fall
卯月		Uzuki
卜灵		Buling
卜卜		Bulbu
博艾		Boai
博礫		Boreki
博安		Boan
博傭		Boying
単行本宣伝(成人漫画)		Book promotion (adult manga)
単根		Single Root
南野奏		Minamino Kanade
南瓜		Pumpkin
南夢芽		Minami Yume
南半球×2		Southern Hemisphere x2
卒アルデリヘル		Graduation Album Delivery Service
卑弥呼(Fate)	©	Himiko (Fate)
半龍半人		Half-Dragon, Half-Human
半首(はつぶり・小具足)	©	Hantsuburi (Hatsuburi Kogusoku)
半熟英雄		Half-Baked Hero
午年		Year of the Horse
千鶴ちゃん開発日記		Chizuru-chan Development Diary
千鶴		Chizuru
千鳥ヶ淵愛音		Chidorigafuchi Aine
千葉凪沙		Chiba Nagisa
千草ナナ		Chigusa Nana
千織(原神)	©	Qianli (Genshin Impact)
千枝		Chie
千束		Chitsuka
千早愛音		Chihaya Aine
千斗		Sento
千手攻め		Thousand-Armed Attack
千川ちひろ		Senkawa Chihiro
千堂瑛里華		Sendo Erika
千凛あゆむ		Senrin Ayumu
北条沙都子		Hojo Satoko
北条そふぃ		Hojo Sophie
北方棲姫		Northern Princess
北斗(原神)	©	Beidou (Genshin Impact)
北大路さつき		Kitaoji Satsuki
勘解由小路ユカリ		Kadekoji Yukari
動物耳	fantasy	Animal ears
動物森友會	tm	Animal Crossing
勇者用壁紙		Wallpaper for heroes
勇者向け		For heroes
勇者		Hero
勇気爆発バーンブレイバーン		Courage explosion Burn Brave Burn
勇儀姐さん		Yugi-nee-san
勃起ペニス	dick	Erect penis
加賀道夫		Kaga Michio
加賀(艦隊これくしょん)	©	Kaga (Kantai Collection)
加賀(アズールレーン)	©	Kaga (Azur Lane)
加奈子と千尋		Kanako and Chihiro
劇画		Graphic manga
割烹着		Apron
割れ目		Crack / Fissure
剧情		Plot
剥製		Stuffed animal
剥ぎ取れそうなパンツ		Pants that look like they could be ripped off
剣士ミーティア		Meteor swordsman
剣士ショート		Short swordsman
剣オナニー	mast toy	Sword masturbation
前転		Forward roll
前立腺		Prostate
前掛けだけ隠岐奈		Okina wearing only an apron
前手縛り		Hands tied in front
前戯		Foreplay
前屈み		Bending forward
前垂れ		Apronating apron
前かがみ		Leaning forward
刻刀		Kokuto
刻俄柏		Kokugashiwa
刺青/タトゥー/巨乳首	tit	Tattoo/Tattoo/Big breasts
刺客伍六七		Assassin 567
制裁		Punishment / Sanctions
制服裸足		Barefoot in school uniform
利根型		Tone type
利根(艦隊これくしょん)	©	Tone (Kantai Collection)
利根		Tone
利尿剤	uro	Diuretic
別冊コミックアンリアル		Bessatsu Comic Unreal
初風		First wind
初音未来		Hatsune Miku
初雪		First Snow
初月		First Moon
初春飾利		Kazari Hatsuharu
刑務所		Prison
切腹		Seppuku
切株		Tree stump
切原眞子		Mako Kirihara
切り株		Tree stump
切り取り線		Dotted line
切り刻み		Chopping
分身姦		Clone Rape
刃物		Blade
刀使ノ巫女		Toji no Miko (Sword Maiden)
出したい砲台		Cannon Wanting to Release
凰鈴音		Huang Lingyin
処女ビッチ		Virgin Bitch
処女アナル	anal	Virgin Anal
凛(ウルトラヒロイン)	©	Rin (Ultra Heroine)
凍傷		Frostbite
冷やし女の子はじめました		Started a Chilled Girl Business
冴えカノ		Saekano
冥土へ誘うものアイリ		Airi, the One Who Leads to the Underworld
冥冥		Meimei
冒険者		Adventurer
再掲		Republished
再投稿		Repost
円城咲耶		Enjou Sakuya
円光		Enkou (compensated dating)
内視鏡		Endoscope
内田ユカ		Uchida Yuka
兽人		Beastman
共通点:へそ出し		Common Point: Bare Navel
共通点:おっぱい	tit	Common Point: Breasts
六郷沙織		Rokugo Saori
六角形の宝石を探す本		The Book to Find Hexagonal Gems
六本腕		Six Arms
六本木サディスティックナイト		Roppongi Sadistic Night
六尺褌		Six-Foot Loincloth
公開処刑		Public Execution
公有物少女		Public Property Girl
公式が追いついた		Official Catch-up
公園		Park
公共场合		Public Place
八雷神		Eight Thunder Gods
八重樱		Yaezakura
八重桜		Yaezakura
八重の桜		Yae no Sakura
八神ヒカリ		Hikari Yagami
八神コウ		Kou Yagami
八男って、それはないでしょう!		The Eighth Son? That Can't Be Right!
八王子直人		Naoto Hachioji
八潮瑠唯		Rui Yashio
八代護		Mamoru Yashiro
兩穴		Two Holes
全身網タイツ		Full Body Fishnet Stockings
全身コキ	mouth dick	Full Body Blowjob
全裸露出		Nude Exposure
全裸登校		Nude School Attendance
全裸待機		Nude Waiting
全裸コート		Nude Coat
全裸になると変身バンク開始		Transformation Sequence Begins When Naked
全年齢		All Ages
全員集合		All Together
內臟		Internal Organs
入須冬実		Fuyumi Irisu
入れ墨		Tattoo
児玉りん		Rin Kodama
児玉さん		Kodama-san
兎耳		Rabbit Ears
兎と人参		Rabbit and Carrot
克利奥佩特拉		Christopher Petra
光魔后妃リリス		Lilith, Queen of Light
光神話・パルテナの鏡		Kid Icarus: Uprising
光焔の御子シャルロット		Charlotte, Child of Light and Flame
光焔の御子		Child of Light and Flame
光影练习		Light and Shadow Practice
光学迷彩		Optical Camouflage
光井ほのか		Honoka Mitsui
光る目		Shining Eyes
光のコヤンスカヤ		Koyanskaya of Light
光と水のダフネ		Daphne of Light and Water
光		Light
先輩最高です。		Senpai is the best.
先生ありのままでイキマショウw	cum	Teacher, let's cum just as we are lol
先生!中出しは修正ですか?	cum	Teacher! Is the cumshot censored?
先ホシ		First Star
先っぽちゅーちゅー		Tip Sucking
先っちょ当て		Tip Touch
先っちょフェラ	dick	Tip Fellatio
優曇華		Udonga
儀玄		Yi Xuan
僧侶		Monk
僕##のヒーローアカデミア		My Hero Academia
像素		Pixel
傾国		Nation-Bending
傳說對決		Legendary Duel
催眠調教		Hypnotic training
催眠術2		Hypnotism 2
催眠性指導		Hypnotic instruction
催眠JKシリーズ		Hypnotic JK series
催淫弾		Aphrodisiac bullet
催淫媚薬粘液		Aphrodisiac slime
傘木希美		Kasaki Nozomi
傘		Umbrella
偽島		Fake island
側位		Side position
停云		Stop the clouds
倉敷麗華		Kurashiki Reika
俺ツイ		My pigtails
俺は全てを【パリイ】する		I'll parry everything
俺の知ってる落書きと違う		This is different from the graffiti I know
俺の名を言ってみろ		Say my name
俺の主砲が一斉掃射		My main cannons fire all at once
俺たちの青春		Our youth
俺、ツインテールになります。		I'll have pigtails.
俯瞰		Overhead view
修羅場		Scene of conflict
信頼のおっぱい率	tit	Reliable breast ratio
信濃		Shinano
信浓		Shinano
便秘		Constipation
便女ブラシ		Toilet girl brush
便器拘束	uro	Toilet restraint
便器娘たちのドラゴンクエスト	uro	Dragon Quest of toilet girls
便器埋め込み	uro	Toilet embedded
便器の子	uro	Toilet child
便利屋68		Handyman 68
便ザー		Toilet spray
依田芳乃		Yoshino Yoda
依存		dependence
供養		memorial service
侑那		Yuna
侍魂		samurai spirit
例大祭8コンテスト+地霊殿		Reitaisai 8 Contest + Subterranean Animism
例大祭8コンテスト		Reitaisai 8 Contest
例大祭14		Reitaisai 14
例大祭11		Reitaisai 11
例の下着		That underwear
例のプール		That pool
使用済みコンドームフェイスベール		Used condom face veil
使い魔		Familiar spirit
佩丽卡		Peika
作者巡回済み		Author has already visited.
作者の花村好きは異常		The author's love for Hanamura is abnormal.
何故か偏るアンケート		Why is the survey so biased?
何このやらしい生き物		What is this lewd creature?
何かのキャラだと思う		I think it's some kind of character.
体育館		Gymnasium
体育着		Gym Clothes
体育倉庫		Gym Storage Room
体罰		Corporal Punishment
体液		Body Fluids
体洗い		Body Washing
体外式ポルチオマッサージ		External Porchio Massage
佐藤心/宮本フレデリカ		Sato Kokoro/Miyamoto Frederica
佐天涙子		Saten Ruiko
佐倉愛里		Sakura Airi
佐倉ひびき		Sakura Hibiki
佐伯麗奈		Saeki Reina
佐久間怜子		Sakuma Reiko
佐々木柑奈		Sasaki Kanna
伪装拘束		Disguise Restraint
伦道夫		Lun Do-o
伝説級のテクニカル		Legendary Technical Skill
伝説の勇者の伝説		The Legend of the Legendary Hero
伝説のタイガー		The Legendary Tiger
伝承地底世界アガルタ		Agartha, the Legendary Underground World
伝勇伝		The Legend of the Legendary Heroes
优香		Yuuka
伏摩		Fumo
伍六七		Wu Liuqi
伊藤乃絵美		Ito Noemi
伊薇特		Ivit
伊落マリー(体操服)	©	Marie Iraku (Gym Uniform)
伊莎蓓尔Isabel		Isabele Isabel
伊莎蓓尔		Isabele
伊草ハルカ		Igusa Haruka
伊瀨見緹娜		Isemi Dina
伊東一刀斎		Ito Ittosai
伊吹萃香		Ibuki Suika
伊什塔尔		Ishtar
伊634		I-634
伊25(アズールレーン)	©	I-25 (Azur Lane)
伊19(アズールレーン)	©	I-19 (Azur Lane)
伊168		I-168
仲正イチカ		Nakasho Ichika
仰け反り		Backbend
仮面		Mask
令嬢丼		Young Lady Donburi
仙道八		Xian Dao Hachi
仙界伝封神演義		Fengshen Yanyi (Legend of the Immortal Realm)
仙侠		Xianxia
他者変身		Transformation of Others
他所様の看板娘		Another Shop's Poster Girl
仕込みローター		Prepared Rotor
仕事		Work
今週のまで読んだ		I Read Up to This Week's Issue
今夜は寝かさないぞ		I Won't Let You Sleep Tonight
今井リサ		Imai Lisa
人魚姦		Mermaid Rape
人魚スーツ		Mermaid Suit
人間椅子		Human Chair
人間便器マスク	uro	Human Toilet Mask
人間トイレ		Human Toilet
人造人間キカイダー		Android Kikaider
人造人間21号		Android 21
人生終了		Life Over
人権剥奪		Deprivation of Human Rights
人外肌		Non-Human Skin
人外百合	not_solo yuri fantasy	Non-Human Yuri
人体実験		Human Experimentation
人体かばん		Human Bag
人それをセクハラという		People Call That Sexual Harassment
京極サツキ		Kyogoku Satsuki
京乃まどか		Kyono Madoka
交尾		Mating
交互ズリ		Alternating Rubbing
亜美真美		Ami Mami
亜也子(逃げ上手の若君)	©	Ayako (The Young Lord Who's Good at Running Away)
五郎		Goro
五花大绑		Five Flowers in a Tie
五月雨(艦隊これくしょん)	©	Samidare (Kantai Collection)
五月雨		Samidare
五十鈴華		Isuzu Hana
五十鈴牧場		Isuzu Ranch
五十嵐響子		Igarashi Kyoko
五十嵐梨花		Igarashi Rika
互		Mutual
云堇		message
二穴バイブ		Two-hole vibrator
二次创作		2D creation
二次元ドリームマガジン		2D dream magazine
二次元コミックマガジン		2D comic magazine
二次元		2D
二次エロ		2D erotica
二宮飛鳥/鷺沢文香/白坂小梅/白雪千夜/砂塚あきら		Ninomiya Asuka / Sagisawa Fumika / Shirasaka Koume / Shirayuki Chiya / Sunazuka Akira
二宮飛鳥		Ninomiya Asuka
二人三脚		Three-legged race
二人		Two people
二プルファック	nip insert	Nipple fuck
事後アイドル		Post-Costume Idol
乾紗寿叶		Inui Sasuka
乾心寿		Inui Shinju
乳首開発	nip	Nipple Development
乳首責めフェラ	nip mouth dick	Nipple Torture Fellatio
乳首肥大化	nip	Nipple Enlargement
乳首攻め	nip	Nipple Attack
乳首吸引	nip	Nipple Suction
乳首吊り/クリ吊り	clit nip	Nipple Hanging/Clit Hanging
乳首切断	nip	Nipple Cutting
乳首ローター	nip	Nipple Rotor
乳首ボルト	nip	Nipple Bolt
乳首ピアス/クリピアス/双頭ディルド/陰毛	clit nip pierc	Nipple Piercing/Clit Piercing/Double-Headed Dildo/Pubic Hair
乳首ピアス/へそピアス/クリピアス/ジュエリーアナルプラグ	clit nip pierc anal	Nipple Piercing/Navel Piercing/Clit Piercing/Jewelry Anal Plug
乳首ビアス	nip pierc	Nipple Piercing
乳首コキ	nip  mouth dick	Nipple Blowjob
乳首クランプ	nip	Nipple Clamp
乳首アクセサリー	nip	Nipple Accessories
乳首に防犯ブザー	nip	Security Alarm on Nipple
乳首に鈴	nip	Bell on Nipple
乳首に名札/乳首ピアス	nip pierc	Name Tag on Nipple/Nipple Piercing
乳首ちんこ	nip	Nipple Penis
乳首いじり	nip	Nipple Play
乳链	nip	Nipple chains
乳釘	nip	Nipple nails
乳透け	nip	Nipple transparency
乳輪/輪チラ	nip	Accidental areola exposure
乳蜘蛛	nip	Nipple spider
乳虐	nip	Nipple abuse
乳色吐息	milk	Milk-Colored Sigh
乳舐め	nip tongue	Nipple licking
乳腺拡張	tit	Mammary Gland Dilation
乳腺	tit	Mammary Glands
乳胶		Latex
乳股弄り	nip	Nipple and crotch play
乳縛	nip	Nipple binding
乳穴拡張	nip	Nipple hole dilation
乳破壊	nip	Nipple destruction
乳牛崎	© milk	Milky Cow Ushio Noa
乳波	nip	Nipple waves
乳比べ	nip	Nipple comparison
乳房拷問	tit	Breast Torture
乳尻太股	nip	Nipple buttocks and thighs
乳刺し	nip pierc	Nipple piercing
乳伸ばし	nip	Nipple stretching
乳乗せ	nip	Nipple resting
乳上	nip	Nipple lift
乳ベルト	nip	Nipple belt
乳ピアス	nip pierc	Nipple piercing
乳ビンタ	nip	Nipple slapping
乳ノ川きらら		Chinokawa Kirara
乳テント	nip	Nipple tent
乳クラウン	nip	Nipple crown
乳は重そうですけどね	tit	Breasts seem heavy, though.
乳の所まで飲み干したら次はまさか・・・	tit	If you drink it all the way down to the breasts, what's next...?
乳のあるイケメン	tit	Handsome Man with Breasts
乳なる神	tit	Goddess of Breasts
乳いじめ	nip	Nipple abuse
乱菊		Rangiku
乱シャ		Ransha
乱れ髪		Messy Hair
九重椿		Kokonoe Tsubaki
九邪戦乱の章		Chapter of the Nine Evil Wars
九条裟羅の服		Kujo Sara's outfit
九尾		Nine-Tailed Fox
九一式徹甲乳	tit	Type 91 Armor-Piercing Breasts
乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…		I was reincarnated as the villainess in an otome game with nothing but doom flags...
乗馬マシン		Riding machine
乗っ取り		Takeover
久川颯		Hisakawa Hayate
乃木園子		Nogi Sonoko
主サレ		Master Sare
丹生谷森夏		Nibutani Morika
丹瑾		Dan Jin
丸眼鏡		Round glasses
串刺し貫通	pierc	Impaling and piercing
中間棲姫		Nakajima Abyssal Princess
中長手袋		Medium-length gloves
中野美玖		Nakano Miku
中野四葉		Nakano Yotsuba
中西獲座		Nakanishi Eiza
中艦ぱい		Nakajima Pai
中文		Chinese
中指		Middle finger
中島ぺぺろ		Nakajima Pepero
中の人		The person inside
両穴くぱぁ		Both Holes Spread Wide Open
